1;22;10;0;-0.911
1;22;20;0;-0.688
1;22;30;0;-0.473
1;22;40;0;-0.241
1;22;50;0;-0.006
1;23;0;0;0.234
1;23;10;0;0.467
1;23;20;0;0.694
1;23;30;0;0.904
1;23;40;0;1.114
1;23;50;0;1.298
2;0;0;0;1.529
2;0;10;0;1.776
2;0;20;0;2.036
2;0;30;0;2.212
2;0;40;0;2.406
2;0;50;0;2.645
2;1;0;0;2.819
2;1;10;0;3.008
2;1;20;0;3.254
2;1;30;0;3.322
2;1;40;0;3.588
2;1;50;0;3.763
2;2;0;0;3.924
2;2;10;0;4.106
2;2;20;0;4.221
2;2;30;0;4.29
2;2;40;0;4.375
2;2;50;0;4.499
2;3;0;0;4.502
2;3;10;0;4.51
2;3;20;0;4.401
2;3;30;0;4.231
2;3;40;0;4.204
2;3;50;0;4.069
2;4;0;0;3.988
2;4;10;0;3.794
2;4;20;0;3.607
2;4;30;0;3.411
2;4;40;0;3.213
2;4;50;0;2.985
2;5;0;0;2.751
2;5;10;0;2.539
2;5;20;0;2.276
2;5;30;0;2.107
2;5;40;0;1.888
2;5;50;0;1.667
2;6;0;0;1.389
2;6;10;0;1.209
2;6;20;0;0.965
2;6;30;0;0.655
2;6;40;0;0.467
2;6;50;0;0.218
2;7;0;0;-0.034
2;7;10;0;-0.219
2;7;20;0;-0.478
2;7;30;0;-0.739
2;7;40;0;-0.933
2;7;50;0;-1.167
2;8;0;0;-1.372
2;8;10;0;-1.552
2;8;20;0;-1.711
2;8;30;0;-1.902
2;8;40;0;-2.039
2;8;50;0;-2.191
2;9;0;0;-2.285
2;9;10;0;-2.317
2;9;20;0;-2.346
2;9;30;0;-2.37
2;9;40;0;-2.352
2;9;50;0;-2.294
2;10;0;0;-2.219
2;10;10;0;-2.09
2;10;20;0;-1.973
2;10;30;0;-1.81
2;10;40;0;-1.598
2;10;50;0;-1.358
2;11;0;0;-1.152
2;11;10;0;-0.922
2;11;20;0;-0.716
2;11;30;0;-0.467
2;11;40;0;-0.248
2;11;50;0;-0.012
2;12;0;0;0.212
2;12;10;0;0.42
2;12;20;0;0.644
2;12;30;0;0.819
2;12;40;0;1.014
2;12;50;0;1.203
2;13;0;0;1.386
2;13;10;0;1.582
2;13;20;0;1.759
2;13;30;0;1.929
2;13;40;0;2.111
2;13;50;0;2.258
2;14;0;0;2.375
2;14;10;0;2.524
2;14;20;0;2.679
2;14;30;0;2.818
2;14;40;0;2.93
2;14;50;0;3.039
2;15;0;0;3.13
2;15;10;0;3.218
2;15;20;0;3.25
2;15;30;0;3.311
2;15;40;0;3.305
2;15;50;0;3.296
2;16;0;0;3.242
2;16;10;0;3.22
2;16;20;0;3.172
2;16;30;0;3.084
2;16;40;0;2.967
2;16;50;0;2.859
2;17;0;0;2.721
2;17;10;0;2.576
2;17;20;0;2.411
2;17;30;0;2.22
2;17;40;0;2.041
2;17;50;0;1.825
2;18;0;0;1.628
2;18;10;0;1.424
2;18;20;0;1.195
2;18;30;0;0.947
2;18;40;0;0.711
2;18;50;0;0.467
2;19;0;0;0.219
2;19;10;0;-0.026
2;19;20;0;-0.283
2;19;30;0;-0.536
2;19;40;0;-0.79
2;19;50;0;-1.033
2;20;0;0;-1.272
2;20;10;0;-1.505
2;20;20;0;-1.729
2;20;30;0;-1.941
2;20;40;0;-2.134
2;20;50;0;-2.307
2;21;0;0;-2.459
2;21;10;0;-2.585
2;21;20;0;-2.679
2;21;30;0;-2.731
2;21;40;0;-2.746
2;21;50;0;-2.726
2;22;0;0;-2.654
2;22;10;0;-2.565
2;22;20;0;-2.435
2;22;30;0;-2.279
2;22;40;0;-2.1
2;22;50;0;-1.885
2;23;0;0;-1.647
2;23;10;0;-1.388
2;23;20;0;-1.131
2;23;30;0;-0.866
2;23;40;0;-0.598
2;23;50;0;-0.314
1;0;0;1;1.62
1;0;10;1;1.771
1;0;20;1;1.819
1;0;30;1;1.974
1;0;40;1;2.129
1;0;50;1;2.219
1;1;0;1;2.375
1;1;10;1;2.445
1;1;20;1;2.547
1;1;30;1;2.627
1;1;40;1;2.715
1;1;50;1;2.782
1;2;0;1;2.849
1;2;10;1;2.89
1;2;20;1;2.896
1;2;30;1;2.947
1;2;40;1;2.934
1;2;50;1;2.917
1;3;0;1;2.873
1;3;10;1;2.865
1;3;20;1;2.786
1;3;30;1;2.708
1;3;40;1;2.643
1;3;50;1;2.52
1;4;0;1;2.414
1;4;10;1;2.265
1;4;20;1;2.129
1;4;30;1;1.982
1;4;40;1;1.837
1;4;50;1;1.665
1;5;0;1;1.487
1;5;10;1;1.289
1;5;20;1;1.112
1;5;30;1;0.91
1;5;40;1;0.718
1;5;50;1;0.519
1;6;0;1;0.336
1;6;10;1;0.132
1;6;20;1;-0.08
1;6;30;1;-0.286
1;6;40;1;-0.479
1;6;50;1;-0.673
1;7;0;1;-0.872
1;7;10;1;-1.056
1;7;20;1;-1.239
1;7;30;1;-1.406
1;7;40;1;-1.555
1;7;50;1;-1.686
1;8;0;1;-1.808
1;8;10;1;-1.899
1;8;20;1;-1.968
1;8;30;1;-2.006
1;8;40;1;-2.015
1;8;50;1;-1.994
1;9;0;1;-1.934
1;9;10;1;-1.852
1;9;20;1;-1.735
1;9;30;1;-1.594
1;9;40;1;-1.433
1;9;50;1;-1.27
1;10;0;1;-1.086
1;10;10;1;-0.881
1;10;20;1;-0.682
1;10;30;1;-0.474
1;10;40;1;-0.254
1;10;50;1;-0.047
1;11;0;1;0.149
1;11;10;1;0.336
1;11;20;1;0.515
1;11;30;1;0.676
1;11;40;1;0.832
1;11;50;1;1.003
1;12;0;1;1.145
1;12;10;1;1.3
1;12;20;1;1.454
1;12;30;1;1.593
1;12;40;1;1.749
1;12;50;1;1.91
1;13;0;1;2.056
1;13;10;1;2.209
1;13;20;1;2.353
1;13;30;1;2.458
1;13;40;1;2.622
1;13;50;1;2.703
1;14;0;1;2.821
1;14;10;1;2.926
1;14;20;1;3.007
1;14;30;1;3.041
1;14;40;1;3.088
1;14;50;1;3.119
1;15;0;1;3.131
1;15;10;1;3.13
1;15;20;1;3.123
1;15;30;1;3.052
1;15;40;1;2.999
1;15;50;1;2.945
1;16;0;1;2.858
1;16;10;1;2.748
1;16;20;1;2.655
1;16;30;1;2.522
1;16;40;1;2.381
1;16;50;1;2.25
1;17;0;1;2.087
1;17;10;1;1.927
1;17;20;1;1.769
1;17;30;1;1.567
1;17;40;1;1.388
1;17;50;1;1.19
1;18;0;1;1.002
1;18;10;1;0.81
1;18;20;1;0.591
1;18;30;1;0.388
1;18;40;1;0.186
1;18;50;1;-0.029
1;19;0;1;-0.228
1;19;10;1;-0.42
1;19;20;1;-0.637
1;19;30;1;-0.845
1;19;40;1;-1.029
1;19;50;1;-1.214
1;20;0;1;-1.389
1;20;10;1;-1.542
1;20;20;1;-1.656
1;20;30;1;-1.76
1;20;40;1;-1.812
1;20;50;1;-1.836
1;21;0;1;-1.837
1;21;10;1;-1.807
1;21;20;1;-1.711
1;21;30;1;-1.606
1;21;40;1;-1.478
1;21;50;1;-1.314
1;22;0;1;-1.126
1;22;10;1;-0.911
1;22;20;1;-0.688
1;22;30;1;-0.473
1;22;40;1;-0.241
1;22;50;1;-0.006
1;23;0;1;0.234
1;23;10;1;0.467
1;23;20;1;0.694
1;23;30;1;0.904
1;23;40;1;1.114
1;23;50;1;1.298
2;0;0;1;1.529
2;0;10;1;1.776
2;0;20;1;2.036
2;0;30;1;2.212
2;0;40;1;2.406
2;0;50;1;2.645
2;1;0;1;2.819
2;1;10;1;3.008
2;1;20;1;3.254
2;1;30;1;3.322
2;1;40;1;3.588
2;1;50;1;3.763
2;2;0;1;3.924
2;2;10;1;4.106
2;2;20;1;4.221
2;2;30;1;4.29
2;2;40;1;4.375
2;2;50;1;4.499
2;3;0;1;4.502
2;3;10;1;4.51
2;3;20;1;4.401
2;3;30;1;4.231
2;3;40;1;4.204
2;3;50;1;4.069
2;4;0;1;3.988
2;4;10;1;3.794
2;4;20;1;3.607
2;4;30;1;3.411
2;4;40;1;3.213
2;4;50;1;2.985
2;5;0;1;2.751
2;5;10;1;2.539
2;5;20;1;2.276
2;5;30;1;2.107
2;5;40;1;1.888
2;5;50;1;1.667
2;6;0;1;1.389
2;6;10;1;1.209
2;6;20;1;0.965
2;6;30;1;0.655
2;6;40;1;0.467
2;6;50;1;0.218
2;7;0;1;-0.034
2;7;10;1;-0.219
2;7;20;1;-0.478
2;7;30;1;-0.739
2;7;40;1;-0.933
2;7;50;1;-1.167
2;8;0;1;-1.372
2;8;10;1;-1.552
2;8;20;1;-1.711
2;8;30;1;-1.902
2;8;40;1;-2.039
2;8;50;1;-2.191
2;9;0;1;-2.285
2;9;10;1;-2.317
2;9;20;1;-2.346
2;9;30;1;-2.37
2;9;40;1;-2.352
2;9;50;1;-2.294
2;10;0;1;-2.219
2;10;10;1;-2.09
2;10;20;1;-1.973
2;10;30;1;-1.81
2;10;40;1;-1.598
2;10;50;1;-1.358
2;11;0;1;-1.152
2;11;10;1;-0.922
2;11;20;1;-0.716
2;11;30;1;-0.467
2;11;40;1;-0.248
2;11;50;1;-0.012
2;12;0;1;0.212
2;12;10;1;0.42
2;12;20;1;0.644
2;12;30;1;0.819
2;12;40;1;1.014
2;12;50;1;1.203
2;13;0;1;1.386
2;13;10;1;1.582
2;13;20;1;1.759
2;13;30;1;1.929
2;13;40;1;2.111
2;13;50;1;2.258
2;14;0;1;2.375
2;14;10;1;2.524
2;14;20;1;2.679
2;14;30;1;2.818
2;14;40;1;2.93
2;14;50;1;3.039
2;15;0;1;3.13
2;15;10;1;3.218
2;15;20;1;3.25
2;15;30;1;3.311
2;15;40;1;3.305
2;15;50;1;3.296
2;16;0;1;3.242
2;16;10;1;3.22
2;16;20;1;3.172
2;16;30;1;3.084
2;16;40;1;2.967
2;16;50;1;2.859
2;17;0;1;2.721
2;17;10;1;2.576
2;17;20;1;2.411
2;17;30;1;2.22
2;17;40;1;2.041
2;17;50;1;1.825
2;18;0;1;1.628
2;18;10;1;1.424
2;18;20;1;1.195
2;18;30;1;0.947
2;18;40;1;0.711
2;18;50;1;0.467
2;19;0;1;0.219
2;19;10;1;-0.026
2;19;20;1;-0.283
2;19;30;1;-0.536
2;19;40;1;-0.79
2;19;50;1;-1.033
2;20;0;1;-1.272
2;20;10;1;-1.505
2;20;20;1;-1.729
2;20;30;1;-1.941
2;20;40;1;-2.134
2;20;50;1;-2.307
2;21;0;1;-2.459
2;21;10;1;-2.585
2;21;20;1;-2.679
2;21;30;1;-2.731
2;21;40;1;-2.746
2;21;50;1;-2.726
2;22;0;1;-2.654
2;22;10;1;-2.565
2;22;20;1;-2.435
2;22;30;1;-2.279
2;22;40;1;-2.1
2;22;50;1;-1.885
2;23;0;1;-1.647
2;23;10;1;-1.388
2;23;20;1;-1.131
2;23;30;1;-0.866
2;23;40;1;-0.598
2;23;50;1;-0.314
