cycle;name;location.x;location.y;location.z;name;id;element_id;district_code;command;label;cost;initial_application_round;command_round;is_applied;round_delay;is_delayed;action_type;previous_lu_name;is_expropriation;is_in_protected_area;is_in_coast_border_area;is_in_risk_area;is_inland_dike;strategy_profile;lever_activation_time;length_coast_def;activated_levers;should_wait_lever_to_activate;a_lever_has_been_applied
711;Player_Action23;74.90382207778336;7.9779515780728065;0.0;Player_Action23;17385_6;2008;17385;4;Changer en zone naturelle;4883;9;4;false;0;false;PLAYER_ACTION_TYPE_LU;U;true;false;false;true;false;WITHDRAWAL;0.0;0;[];false;false
711;Player_Action24;18.62519969347548;56.28148928034648;0.0;Player_Action24;17411_16;93;17411;4;Changer en zone naturelle;1549;9;4;false;0;false;PLAYER_ACTION_TYPE_LU;U;true;true;true;true;false;WITHDRAWAL;0.0;0;[];false;false
711;Player_Action25;8.13514053988753;21.04768126257406;0.0;Player_Action25;17411_17;125;17411;311;Inciter à la densification;150;5;4;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action26;90.21567447920435;32.86245640443569;0.0;Player_Action26;17411_18;124;17411;311;Inciter à la densification;150;5;4;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;true;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action27;24.347914970627514;12.725426276976194;0.0;Player_Action27;17385_7;1964;17385;4;Changer en zone naturelle;2683;10;5;false;0;false;PLAYER_ACTION_TYPE_LU;U;true;true;false;true;false;WITHDRAWAL;0.0;0;[];false;false
711;Player_Action28;25.781216426322562;48.72084186166556;0.0;Player_Action28;17093_17;57;17093;5;Rénover une digue;291;6;5;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;0.0;291;[];false;false
711;Player_Action29;43.651215014444574;40.34819226033171;0.0;Player_Action29;17093_18;33;17093;5;Rénover une digue;685;6;5;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;0.0;685;[];false;false
711;Player_Action30;67.88612402723652;84.7319824573523;0.0;Player_Action30;17093_19;6;17093;5;Rénover une digue;1819;6;5;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;0.0;1819;[];false;false
711;Player_Action31;1.6328900082778208;55.550540857207494;0.0;Player_Action31;17093_20;45;17093;5;Rénover une digue;252;6;5;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;false;true;true;false;BUILDER;0.0;252;[];false;false
711;Player_Action32;94.27975836156497;90.96813075699592;0.0;Player_Action32;17093_21;5;17093;5;Rénover une digue;1331;6;5;true;0;false;PLAYER_ACTION_TYPE_COAST_DEF;nil;false;true;true;true;false;BUILDER;0.0;1331;[];false;false
711;Player_Action33;97.31737003858474;58.16566978466475;0.0;Player_Action33;17385_8;2150;17385;4;Changer en zone naturelle;3175;10;5;false;0;false;PLAYER_ACTION_TYPE_LU;U;true;true;false;true;false;WITHDRAWAL;0.0;0;[];false;false
711;Player_Action34;70.65250036388576;70.91446166050864;0.0;Player_Action34;17385_9;1499;17385;32;Transformer en Us;1000;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;true;true;false;SOFT_DEFENSE;0.0;0;[];false;false
711;Player_Action35;48.36945175255892;57.33237920855815;0.0;Player_Action35;17411_19;145;17411;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;true;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action36;6.6356425902662775;17.231498520012156;0.0;Player_Action36;17411_20;164;17411;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action37;81.45855326841387;70.6719484618844;0.0;Player_Action37;17411_21;165;17411;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action38;53.57456325202946;47.43810029043595;0.0;Player_Action38;17411_22;144;17411;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;true;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action39;60.507911152309745;29.14212061468453;0.0;Player_Action39;17093_22;737;17093;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;false;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action40;42.25831074095234;4.6723209057922155;0.0;Player_Action40;17093_23;704;17093;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;false;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action41;4.146527212092965;63.891214470813296;0.0;Player_Action41;17093_24;736;17093;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;false;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action42;82.9873048749555;27.378848020562042;0.0;Player_Action42;17093_25;813;17093;311;Inciter à la densification;150;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;false;false;false;false;NEUTRAL;0.0;0;[];false;false
711;Player_Action43;5.711698894169848;2.828511104964493;0.0;Player_Action43;17411_23;78;17411;32;Transformer en Us;1000;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;true;true;true;false;SOFT_DEFENSE;0.0;0;[];false;false
711;Player_Action44;42.108372845181684;19.090975579939595;0.0;Player_Action44;17411_24;77;17411;32;Transformer en Us;1000;6;5;true;0;false;PLAYER_ACTION_TYPE_LU;U;false;true;true;true;false;SOFT_DEFENSE;0.0;0;[];false;false
